idx,date,open,high,low,close,volume,transaction_value,listed_stock_amount,market_capitalization,foreigner_limit_buy_quantity,foreigner_available_buy_quantity,foreigner_holding_quantity,foreigner_holding_rate,agency_net_buy_quantity,agency_accumulate_net_buy_quantity,advance_decline_line,advance_decline_ratio,deposit,turnover_ratio,transaction_completion_rate
4823,20021205,7065,7253,6945,7200,106986,760000000,13768000,99129000000,13768898,12681841,1087057,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4822,20021206,6983,7148,6983,7028,86228,608000000,13768000,96761000000,13768898,12681841,1087057,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4821,20021209,6998,7178,6975,6983,69326,488000000,13768000,96141000000,13768898,12681841,1087057,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4820,20021210,6938,7403,6938,7388,177784,1274000000,13768000,101717000000,13768898,12681841,1087057,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4819,20021211,7500,7575,7223,7358,69269,510000000,13768000,101304000000,13768898,12681841,1087057,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4818,20021212,7373,7425,7260,7313,76989,566000000,13768000,100685000000,13768898,12681841,1087057,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4817,20021213,7238,7313,7050,7268,52804,379000000,13768000,100065000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4816,20021216,7268,7275,7088,7178,44933,322000000,13768000,98826000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4815,20021217,7238,7290,7155,7185,72114,519000000,13768000,98923000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4814,20021218,7185,7418,7125,7410,128600,943000000,13768000,102020000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4813,20021220,7320,7395,6983,7230,85354,615000000,13768000,99542000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4812,20021223,7125,7163,6788,6788,100560,698000000,13768000,93457000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4811,20021224,6615,6713,6398,6503,85606,560000000,13768000,89533000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4810,20021226,6375,6495,6240,6413,51813,330000000,13768000,88294000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4809,20021227,6233,6413,6233,6345,18813,119000000,13768000,87357000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4808,20021230,6225,6263,6053,6075,61813,377000000,13768000,83640000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4807,20030102,6338,6338,6098,6300,28426,177000000,13768000,86738000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4806,20030103,6443,6638,6353,6593,47606,310000000,13768000,90772000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4805,20030106,6600,6638,6435,6525,33573,218000000,13768000,89836000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4804,20030107,6608,6668,6300,6300,43213,282000000,13768000,86738000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4803,20030108,6323,6585,6323,6518,23000,149000000,13768000,89739000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4802,20030109,6338,6518,6338,6413,19093,122000000,13768000,88294000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4801,20030110,6450,6600,6150,6285,61049,386000000,13768000,86531000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4800,20030113,6158,6630,6158,6593,89893,583000000,13768000,90772000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4799,20030114,6630,6638,6465,6600,50786,333000000,13768000,90868000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4798,20030115,6563,6660,6525,6645,54345,358000000,13768000,91488000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4797,20030116,6578,6825,6488,6728,79033,525000000,13768000,92631000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4796,20030117,6713,6735,6623,6630,61000,407000000,13768000,91281000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4795,20030120,6518,6548,6420,6488,33200,215000000,13768000,89326000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4794,20030121,6518,6518,6323,6323,26294,168000000,13768000,87055000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4793,20030122,6248,6323,6135,6225,55133,342000000,13768000,85705000000,13768898,12688108,1080790,7.849999904632568,0,0,0,0.0,0,0.0,0.0
4792,20030123,6203,6375,6195,6263,47430,297000000,13768000,86228000000,13768898,12684028,1084870,7.880000114440918,0,0,0,0.0,0,0.0,0.0
4791,20030124,6345,6353,6075,6150,47920,298000000,13768000,84673000000,13768898,12684028,1084870,7.880000114440918,0,0,0,0.0,0,0.0,0.0
4790,20030127,6188,6188,6083,6105,54320,334000000,13768000,84053000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4789,20030128,6105,6180,6045,6090,36565,223000000,13768000,83847000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4788,20030129,6098,6113,5858,5858,68453,409000000,13768000,80652000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4787,20030130,5925,6113,5798,5933,29898,176000000,13768000,81685000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4786,20030203,5850,6030,5850,6023,27333,163000000,13768000,82924000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4785,20030204,6015,6218,6000,6030,26768,162000000,13768000,83021000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4784,20030205,6000,6075,5933,6023,39446,237000000,13768000,82924000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4783,20030206,6068,6090,5933,5985,29984,181000000,13768000,82401000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4782,20030207,5985,5985,5858,5858,38086,224000000,13768000,80652000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4781,20030210,5865,5865,5768,5775,35426,205000000,13768000,79510000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4780,20030211,5805,5843,5588,5775,61546,354000000,13768000,79510000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4779,20030212,5775,5805,5715,5775,28320,163000000,13768000,79510000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4778,20030213,5768,5850,5738,5768,34324,198000000,13768000,79413000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4777,20030214,5888,5888,5753,5790,15800,91000000,13768000,79716000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4776,20030217,5858,5993,5850,5993,40480,241000000,13768000,82511000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4775,20030218,5978,6038,5933,5993,26946,161000000,13768000,82511000000,13768898,12674694,1094204,7.949999809265137,0,0,0,0.0,0,0.0,0.0
4774,20030219,6105,6105,5993,5993,34786,210000000,13768000,82511000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4773,20030220,5948,6015,5910,5940,40469,241000000,13768000,81781000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4772,20030221,5993,6000,5888,5963,23253,138000000,13768000,82098000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4771,20030224,6000,6248,5993,6210,98453,603000000,13768000,85499000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4770,20030225,6180,6248,6045,6068,65294,400000000,13768000,83544000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4769,20030226,6068,6128,6045,6045,21240,129000000,13768000,83227000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4768,20030227,6038,6045,5918,5918,28894,172000000,13768000,81479000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4767,20030228,6135,6135,5910,5910,28934,172000000,13768000,81368000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4766,20030303,6000,6000,5828,5888,31920,187000000,13768000,81065000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4765,20030304,5858,5865,5760,5768,48666,282000000,13768000,79413000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4764,20030305,5633,5760,5483,5550,76641,430000000,13768000,76412000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4763,20030306,5550,5565,5363,5423,54088,295000000,13768000,74663000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4762,20030307,5280,5385,5213,5220,75714,399000000,13768000,71868000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4761,20030310,5198,5348,5123,5228,24445,127000000,13768000,71979000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4760,20030311,5168,5168,5025,5033,38880,197000000,13768000,69294000000,13768898,12676454,1092444,7.929999828338623,0,0,0,0.0,0,0.0,0.0
4759,20030312,4950,5115,4920,5055,44546,223000000,13768000,69597000000,13768898,12681788,1087110,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4758,20030313,5175,5175,4928,4988,20288,102000000,13768000,68674000000,13768898,12681788,1087110,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4757,20030314,5243,5250,5100,5130,73753,381000000,13768000,70629000000,13768898,12681788,1087110,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4756,20030317,5048,5048,4800,4815,64306,315000000,13768000,66292000000,13768898,12681788,1087110,7.900000095367432,0,0,0,0.0,0,0.0,0.0
4755,20030318,5093,5093,4958,5003,46604,234000000,13768000,68881000000,13768898,12678908,1089990,7.920000076293945,0,0,0,0.0,0,0.0,0.0
4754,20030319,4950,5145,4950,5093,49305,249000000,13768000,70120000000,13768898,12678908,1089990,7.920000076293945,0,0,0,0.0,0,0.0,0.0
4753,20030320,5190,5438,5123,5415,87044,462000000,13768000,74553000000,13768898,12678908,1089990,7.920000076293945,0,0,0,0.0,0,0.0,0.0
